Class 0
s3201b 284.398 284.748

Class 14848
s3201a 247.902 248.382
s3201a 493.086 493.426

Class 14849
s3201b 66.2481 66.7281
s3201a 250.197 250.617

Class 14850
s3201a 256.649 257.019
s3201b 519.658 520.048

Class 14851
s3201a 263.016 263.636
s3201a 458.89 459.26

Class 14852
s3201b 15.6287 15.9987
s3201a 267.36 267.68

Class 14853
s3301a 109.046 109.436
s3201a 277.677 278.507
s3201a 288.151 288.621

Class 14854
s3201a 277.672 277.992
s3202b 340.035 340.355

Class 14855
s3201a 285.531 285.851
s3202b 522.434 522.854

Class 14856
s3301a 108.916 109.326
s3201a 288.241 288.561

Class 14857
s3201a 298.211 298.57
s3302a 535.188 535.519

Class 14858
s3201a 313.243 313.673
s3201a 361.012 361.482

Class 14859
s3201b 23.8784 24.6784
s3201a 315.058 315.968

Class 14860
s3201a 318.244 318.584
s3201b 280.49 281.02

Class 14861
s3202b 277.218 277.648
s3201a 346.878 347.243
s3201a 491.636 492.186

Class 14862
s3201a 366.012 366.552
s3303b 488.631 489.021

Class 14863
s3303b 120.804 121.204
s3201a 370.754 371.344

Class 14864
s3201a 376.469 377.259
s3202b 503.31 503.96

Class 14865
s3201b 280.5 281.09
s3201a 397.176 397.716

Class 14866
s3201a 397.953 398.383
s3201a 468.847 469.257

Class 14867
s3201a 404.637 405.237
s3201a 459.3 459.67

Class 14868
s3201a 431.896 432.246
s3201a 509.238 509.718

Class 14869
s3202b 73.9168 74.5568
s3201a 481.976 482.516
s3201a 509.138 509.678

Class 14870
s3201b 303.882 304.372
s3201a 493.126 493.466

Class 14871
s3202b 154.371 155.001
s3201a 502.48 503.64

Class 14872
s3202b 155.351 155.691
s3202b 278.155 278.725
s3201b 277.957 278.997
s3202a 525.956 526.386
s3202b 624.278 624.618
s3201a 509.282 509.706

Class 14873
s3202b 453.127 453.488
s3201a 510.05 510.38

Class 14874
s3201b 295.721 296.201
s3201a 511.8 512.17

Class 14875
s3201b 3.71125 4.20125
s3302a 178.815 179.255

Class 14876
s3201b 15.3387 15.7853
s3202b 26.6421 27.2721
s3202b 454.502 454.912
s3202b 482.595 483.255

Class 14877
s3201b 70.215 70.565
s3202b 294.403 294.783

Class 14878
s3202b 110.132 110.832
s3201b 76.9745 77.6645

Class 14879
s3202b 173.605 174.095
s3201b 115.579 116.399

Class 14880
s3302a 10.9136 11.7736
s3201b 137.824 138.674

Class 14881
s3201b 142.445 142.825
s3301a 393.115 393.475

Class 14882
s3201b 143.535 144.045
s3201b 280.54 281.23

Class 14883
s3201b 154.018 154.458
s3201b 284.128 284.858

Class 14884
s3201b 181.782 182.182
s3201b 223.802 224.292

Class 14885
s3201b 181.962 182.402
s3201b 186.025 186.545

Class 14886
s3201b 184.715 185.165
s3201b 202.394 202.834

Class 14887
s3201b 185.235 185.715
s3201b 189.466 189.916

Class 14888
s3202b 177.931 178.331
s3201b 215.812 216.172

Class 14889
s2502a 111.804 112.284
s2601a 165.564 165.914
s3103a 155.454 155.894
s3101a 128.907 129.287
s2004a 268.048 268.418
s3302a 191.623 192.023
s2501a 240.578 240.968
s3202b 234.226 234.647
s3201b 232.26 232.72
s3101b 356.047 356.427
s2302b 225.046 225.476
s2503b 374.388 374.748
s2302a 271.57 272.65

Class 14890
s3201b 234.726 235.167
s3202b 398.37 398.89

Class 14891
s3302a 386.79 387.26
s3201b 277.717 278.247

Class 14892
s3201b 284.098 284.548
s3201b 294.254 294.584

Class 14893
s3201b 319.831 320.671
s3202b 507.676 508.346

Class 14894
s3201b 319.841 320.941
s3202a 533.001 533.761

Class 14895
s3202b 198.219 198.879
s3201b 571.325 571.885

Class 14896
s3202b 137.281 137.601
s3202a 528.927 529.407

Class 14897
s3202a 532.781 533.231
s3202b 526.21 526.55

Class 14898
s3202b 256.728 257.428
s3202a 540.885 541.455

Class 14899
s3202b 243.53 243.869
s3202a 544.869 545.399

Class 14900
s3302a 399.035 399.675
s3202a 563.041 563.461

Class 14901
s3202b 85.0561 85.6961
s3202a 566.561 566.961

Class 14902
s3202b 30.7484 31.1684
s3202b 157.241 157.651

Class 14903
s3202b 35.4776 35.8876
s3202b 318.407 319.207

Class 14904
s3202b 68.9084 69.3184
s3202b 179.608 180.038

Class 14905
s3202b 69.4303 69.8703
s3301a 474.262 474.672

Class 14906
s3202b 73.9468 74.3868
s3202b 280.412 280.862

Class 14907
s3202b 78.2728 78.7528
s3202b 207.58 207.99

Class 14908
s3202b 91.4363 92.3762
s3202b 124.605 125.255

Class 14909
s3202b 91.4963 91.8363
s3202b 288.763 289.113

Class 14910
s3202b 102.971 103.651
s3202b 108.072 108.712

Class 14911
s3202b 105.462 105.912
s3202b 205.293 205.893

Class 14912
s3202b 112.602 113.082
s3202b 205.493 205.973
s3202b 625.228 625.728

Class 14913
s3202b 117.866 118.646
s3202b 618.972 620.512

Class 14914
s3202b 137.172 137.661
s3202b 162.029 162.769

Class 14915
s3202b 148.447 149.437
s3202b 213.447 214.317

Class 14916
s3202b 149.087 149.537
s3202b 302.204 302.664

Class 14917
s3202b 151.886 152.246
s3202b 152.821 153.141

Class 14918
s3202b 154.831 155.771
s3202b 278.085 278.765

Class 14919
s3202b 157.081 157.681
s3202b 256.528 256.878

Class 14920
s3202b 157.501 157.911
s3202b 283.627 283.997

Class 14921
s3202b 165.697 166.077
s3202b 171.625 172.015

Class 14922
s3202b 170.723 171.073
s3202b 360.877 361.216

Class 14923
s3202b 177.901 178.571
s3202b 525.41 526.23

Class 14924
s3301a 3.37056 3.70056
s3202b 182.346 182.686

Class 14925
s3202b 182.891 183.591
s3202b 207.98 208.42

Class 14926
s3202b 185.884 186.754
s3202b 208.05 208.68

Class 14927
s3302a 191.483 191.883
s3202b 185.914 186.284

Class 14928
s3202b 189.254 189.784
s3202b 560.193 560.863

Class 14929
s3202b 190.665 191.125
s3202b 214.007 214.517

Class 14930
s3202b 191.695 192.065
s3202b 623.498 624.188

Class 14931
s3202b 195.829 196.209
s3202b 288.663 289.083

Class 14932
s3302a 191.503 191.943
s3202b 198.224 198.624
s3302a 304.044 304.424

Class 14933
s3202b 199.772 200.672
s3202b 626.118 626.748

Class 14934
s3202b 202.781 203.891
s3202b 624.888 625.678

Class 14935
s3202b 205.368 205.948
s3202b 513.04 513.37
s3202b 625.128 625.658

Class 14936
s3302a 25.6481 26.1381
s3202b 208.06 208.42

Class 14937
s3202b 223.297 223.647
s3202b 277.098 277.498

Class 14938
s3202b 226.892 227.312
s3202b 283.647 284.047

Class 14939
s3202b 239.698 240.008
s3202b 288.673 289.113

Class 14940
s3202b 247.81 248.25
s3302a 386.73 387.11

Class 14941
s3202b 254.564 255.224
s3202b 301.984 302.764

Class 14942
s3202b 257.028 257.678
s3202b 503.18 504.17

Class 14943
s3202b 263.144 263.614
s3202b 533.558 534.188

Class 14944
s3202b 271.168 271.608
s3202b 526.17 526.56

Class 14945
s3202b 278.245 278.695
s3202b 280.512 281.002

Class 14946
s3202b 280.162 280.872
s3202b 623.898 624.488

Class 14947
s3202b 281.953 282.493
s3202b 285.973 286.473

Class 14948
s3202b 288.883 289.713
s3202b 533.668 534.438

Class 14949
s3202b 302.544 302.964
s3202b 387.313 387.683

Class 14950
s3202b 317.637 317.997
s3202b 336.558 336.878

Class 14951
s3301a 307.99 308.44
s3202b 324.289 324.729

Class 14952
s3202b 345.469 346.029
s3202b 346.824 347.354

Class 14953
s3202b 346.764 347.684
s3202b 377.799 378.619

Class 14954
s3202b 347.504 347.924
s3202b 360.747 361.286

Class 14955
s3202b 419.681 420.241
s3202b 515.829 516.519

Class 14956
s3202b 435.472 435.952
s3202b 561.623 562.083

Class 14957
s3202b 453.067 453.447
s3202b 469.033 469.403

Class 14958
s3202b 468.973 469.403
s3202b 488.361 488.731

Class 14959
s3202b 506.402 507.272
s3202b 571.106 571.807

Class 14960
s3202b 506.862 507.262
s3202b 578.638 579.158

Class 14961
s3202b 510.8 511.49
s3202b 525.79 526.35

Class 14962
s3202b 512.15 512.68
s3202b 537.698 538.208

Class 14963
s3202b 513.07 513.51
s3202b 630.175 630.525

Class 14964
s3202b 514.98 515.42
s3202b 517.169 517.559

Class 14965
s3202b 515.919 516.399
s3202b 543.858 544.288

Class 14966
s3202b 538.238 538.768
s3202b 545.178 545.608

Class 14967
s3202b 540.648 541.178
s3202b 550.981 551.521

Class 14968
s3301a 108.856 109.346
s3202b 560.203 561.053

Class 14969
s3202b 571.106 571.917
s3202b 578.288 579.208

Class 14970
s3301a 2.43056 2.91056
s3301a 165.645 166.035

Class 14971
s3301a 2.93056 3.56056
s3302a 191.513 192.063

Class 14972
s3301a 2.95056 3.30056
s3302a 304.074 304.424

Class 14973
s3301a 42.2541 42.6041
s3301b 161.452 161.772

Class 14974
s3301a 76.0978 76.5178
s3301a 194.687 195.067

Class 14975
s3301a 92.5691 92.9341
s3302b 272.408 272.898
s3301a 315.235 315.585

Class 14976
s3302a 25.5781 26.1381
s3301a 92.6341 93.0807
s3302a 191.593 192.063
s3301a 315.235 315.585

Class 14977
s3301a 93.8219 94.2643
s3303b 96.2278 96.5978
s3301a 150.369 150.829
s3302b 286.214 286.744
s3302b 374.673 375.023
s3303b 354.123 354.473
s3302b 429.458 429.848
s3302b 452.229 452.629
s3302a 547.501 547.851
s3301a 560.133 560.713
s3302b 525.437 525.847
s3301a 595.5 595.97
s3303b 522.406 522.756
s3303b 528.129 528.449

Class 14978
s3301a 95.6946 96.1246
s3301a 105.108 105.608

Class 14979
s3301a 96.4846 96.9046
s3301a 135.89 136.38

Class 14980
s3301a 96.7246 97.1896
s3301a 111.293 111.623
s3302b 559.281 559.851

Class 14981
s3301a 96.8646 97.8046
s3301a 173.125 173.755

Class 14982
s3301a 97.1346 97.7846
s3302b 357.481 358.131

Class 14983
s3301a 97.4196 97.9246
s3301a 100.384 100.934
s3301a 207.492 208.042

Class 14984
s3301a 97.9246 98.6246
s3303b 385.476 385.966

Class 14985
s3301a 98.1546 98.5346
s3302a 220.367 221.167
s3301b 353.095 353.555

Class 14986
s3301a 98.3146 99.0046
s3301b 595.457 596.067

Class 14987
s3303b 76.6308 77.3708
s3301a 98.5346 99.4246

Class 14988
s3301a 98.8946 99.5146
s3301a 235.152 235.642

Class 14989
s3301a 99.1646 99.5546
s3302a 517.146 517.736

Class 14990
s3301a 100.312 100.894
s3301a 173.395 173.915
s3301a 175.173 175.773
s3301a 207.332 207.882
s3302b 357.611 358.191
s3302b 363.214 363.804
s3303b 489.281 489.881

Class 14991
s3301a 100.134 100.554
s3303b 273.32 273.67

Class 14992
s3301a 103.588 104.598
s3302a 152.744 153.344

Class 14993
s3301a 104.313 104.843
s3303b 97.0093 97.5893
s3302a 191.503 192.243

Class 14994
s3302a 51.5052 51.8152
s3301a 104.518 104.868

Class 14995
s3301a 106.691 107.081
s3301a 509.317 509.667

Class 14996
s3301a 107.341 107.751
s3302a 128.87 129.22

Class 14997
s3301a 108.396 109.016
s3302b 380.391 380.931

Class 14998
s3301a 108.896 109.301
s3302b 264.828 265.158
s3301a 307.93 308.26

Class 14999
s3301a 109.046 109.546
s3303b 361.658 362.178

Class 15000
s3303b 24.9729 25.4229
s3301a 110.373 110.708
s3301a 434.284 434.674

Class 15001
s3301a 110.393 111.873
s3301a 547.371 548.661

Class 15002
s3302b 105.193 105.643
s3301a 111.633 112.053

Class 15003
s3301a 119.451 120.056
s3302a 506.468 506.878
s3301b 577.977 578.597

Class 15004
s3301a 119.846 120.281
s3301a 197.621 198.091
s3301a 238.372 238.852

Class 15005
s3301a 121.639 122.499
s3301a 307.56 308.09

Class 15006
s3303b 49.3197 49.6397
s3301a 122.274 122.629
s3301a 481.624 481.994

Class 15007
s3301a 124.632 124.982
s3301b 385.933 386.453

Class 15008
s3301a 125.528 125.898
s3301b 338.245 338.805
s3301a 481.614 481.964
s3303b 383.206 383.536

Class 15009
s3302b 53.0228 53.5028
s3301a 125.552 126.062
s3303b 383.206 383.536

Class 15010
s3301a 126.931 127.541
s3301a 223.298 223.858

Class 15011
s3301a 134.45 135.35
s3303b 216.486 217.376

Class 15012
s3302a 129.889 130.509
s3301a 135.03 135.87

Class 15013
s3301a 135.29 135.73
s3301b 213.244 213.634
s3301a 235.262 235.822

Class 15014
s3301a 135.47 136.29
s3301a 266.977 267.617

Class 15015
s3301a 135.85 136.35
s3301a 150.859 151.429

Class 15016
s3301a 136.78 137.22
s3302b 554.632 555.162

Class 15017
s3301a 137.23 138.6
s3301a 166.765 167.875

Class 15018
s3301a 142.069 142.449
s3301a 478.772 479.152

Class 15019
s3301a 142.56 143.13
s3302a 222.104 222.594
s3302a 362.686 363.256
s3302b 414.56 415.15

Class 15020
s3301a 142.783 143.333
s3301a 388.753 389.593

Class 15021
s3301a 145.563 145.943
s3302a 149.246 149.756

Class 15022
s3301a 146.283 146.853
s3303b 545.446 545.916

Class 15023
s3301a 146.573 146.893
s3302a 381.878 382.228

Class 15024
s3301a 148.656 149.586
s3301a 162.693 163.533

Class 15025
s3302a 73.5028 74.0428
s3301a 150.369 150.969
s3301a 560.133 560.643

Class 15026
s3301a 150.629 150.989
s3301a 176.658 176.988

Class 15027
s3301a 150.829 151.769
s3301a 174.573 175.343

Class 15028
s3301a 151.369 151.779
s3301b 570.159 570.599

Class 15029
s3301a 151.839 152.459
s3301a 280.522 280.972

Class 15030
s3301b 1.87738 2.24737
s3302a 26.9581 27.5081
s3303b 57.0283 57.7183
s3301b 78.9715 79.3015
s3301a 156.349 156.78
s3302b 154.104 154.514
s3301a 166.435 166.865
s3302b 314.4 314.88
s3303b 325.329 325.669
s3302a 495.887 496.217
s3302a 503.292 503.882
s3301a 599.638 600.018

Class 15031
s3301b 101.212 101.672
s3301a 158.46 158.89

Class 15032
s3302b 3.7525 4.1725
s3301a 159.35 160.26

Class 15033
s3301a 159.37 160.06
s3302a 191.683 192.063

Class 15034
s3302b 17.674 18.164
s3301a 159.65 160.3

Class 15035
s3301a 159.863 160.202
s3302b 163.935 164.255
s3301a 228.665 229.085
s3302a 277.807 278.207
s3301a 343.663 344.093
s3302b 380.981 381.381
s3302a 420.681 421.061
s3303b 386.889 387.299

Class 15036
s3301a 159.898 160.255
s3302b 163.935 164.255
s3301a 228.665 229.085
s3302a 277.807 278.207
s3302a 374.991 375.481
s3302b 380.981 381.381
s3302a 420.681 421.061

Class 15037
s3301a 162.263 162.763
s3301b 541.736 542.546

Class 15038
s3301b 112.15 112.79
s3301a 162.883 163.773

Class 15039
s3301b 7.44506 7.78506
s3301b 37.0868 37.3967
s3301a 164.463 164.807
s3302a 381.208 381.638

Class 15040
s3301b 37.0868 37.3967
s3301a 164.548 164.943
s3301a 490 490.42

Class 15041
s3301a 165.795 166.125
s3301a 412.996 413.336

Class 15042
s3301a 166.635 167.085
s3301a 267.577 267.977

Class 15043
s3301a 170.035 170.375
s3303b 281.575 281.885

Class 15044
s3302a 149.006 149.526
s3301a 171.735 172.34
s3301b 583.518 583.948

Class 15045
s3301a 173.275 173.805
s3302b 357.481 358.171

Class 15046
s3303b 6.17419 6.66419
s3301a 174.523 175.073

Class 15047
s3301a 175.313 175.723
s3302b 357.621 358.161
s3302b 363.214 363.574

Class 15048
s3303b 0.276125 0.616125
s3302a 3.542 3.872
s3301a 176.483 176.873

Class 15049
s3301a 178.055 178.465
s3302b 496.646 497.066

Class 15050
s3301a 178.405 178.855
s3303b 141.678 142.208
s3301a 481.574 481.924

Class 15051
s3301a 178.615 179.355
s3303b 514.818 515.718

Class 15052
s3301a 180.895 181.425
s3301b 270.395 270.775

Class 15053
s3301a 181.605 182.04
s3301a 442.398 442.848
s3301a 496.687 497.037

Class 15054
s3301a 197.011 197.861
s3302a 220.497 221.337

Class 15055
s3301a 197.581 197.941
s3301a 583.583 583.953

Class 15056
s3301a 199.181 199.571
s3302b 284.294 284.754
s3302b 349.608 350.228

Class 15057
s3301a 199.641 199.991
s3302b 430.718 431.048

Class 15058
s3302b 39.5183 39.8882
s3301a 200.97 201.35

Class 15059
s3301a 202.791 203.451
s3301a 312.83 313.59

Class 15060
s3301a 203.091 203.451
s3301a 593.87 594.22

Class 15061
s3301a 205.542 206.102
s3301b 368.531 368.971

Class 15062
s3301a 206.192 206.652
s3301a 447.189 447.539

Class 15063
s3301a 207.442 207.852
s3302b 363.294 363.724

Class 15064
s3301a 211.71 212.46
s3301a 396.925 397.395

Class 15065
s3301a 216.633 217.043
s3301a 439.668 440.088

Class 15066
s3301a 217.363 217.813
s3302b 265.718 266.098

Class 15067
s3303b 51.9695 52.4395
s3302a 159.425 159.945
s3301a 218.329 218.661
s3301b 369.232 369.642
s3301a 472.193 472.533

Class 15068
s3302b 22.2377 22.6777
s3301a 218.517 219.037

Class 15069
s3301a 219.757 220.087
s3302a 362.726 363.106

Class 15070
s3301a 224.998 225.388
s3301a 268.827 269.187

Class 15071
s3301a 228.385 228.845
s3301a 594.63 595.07

Class 15072
s3301a 228.695 229.145
s3301a 292.365 292.755

Class 15073
s3302a 37.9493 38.7293
s3301a 231.248 231.818

Class 15074
s3301a 232.378 232.898
s3301b 460.768 461.268

Class 15075
s3301a 232.588 232.928
s3301a 447.219 447.529

Class 15076
s3303b 91.1509 91.5109
s3301a 233.421 233.771
s3301a 472.063 472.573

Class 15077
s3301a 235.222 235.612
s3302b 382.711 383.181
s3302a 466.831 467.271

Class 15078
s3301a 237.952 238.762
s3301b 244.458 245.078

Class 15079
s3301a 237.962 238.552
s3302a 484.338 484.908

Class 15080
s3302b 39.3683 39.7383
s3301a 238.312 238.632
s3301a 280.792 281.122
s3301a 323.118 323.518

Class 15081
s3301b 111.52 112.02
s3301a 239.406 239.746

Class 15082
s3301a 240.897 241.427
s3301b 541.626 542.226

Class 15083
s3302b 95.26 95.7
s3301a 241.089 241.725
s3301b 239.689 240.319
s3301b 275.194 275.724
s3302b 402.552 403.202
s3301b 460.258 461.268

Class 15084
s3301a 245.283 246.343
s3302a 552.546 553.026

Class 15085
s3301a 246.073 246.443
s3302b 494.446 494.846

Class 15086
s3301a 246.882 247.377
s3301a 435.924 436.424
s3301a 476.292 476.642

Class 15087
s3301b 145.795 146.325
s3301a 247.052 247.602

Class 15088
s3302a 120.725 121.085
s3301a 250.843 251.203

Class 15089
s3301a 253.576 253.986
s3302a 277.757 278.087
s3301a 289.658 289.978
s3301a 343.653 344.093
s3301a 401.2 401.66
s3302a 463.854 464.404

Class 15090
s3301b 233.025 233.455
s3301a 258.377 258.817

Class 15091
s3301a 262.271 262.727
s3301b 345.755 346.155
s3303b 281.575 282.055
s3301a 541.371 541.811

Class 15092
s3301a 262.274 262.824
s3303b 281.575 282.055
s3301a 434.294 434.854
s3301a 541.371 541.811

Class 15093
s3301a 266.527 267.047

Class 15094
s3301a 267.567 268.297
s3301b 389.003 389.683

Class 15095
s3301a 267.627 268.817
s3301a 307.37 308.34

Class 15096
s3301a 267.922 268.622
s3301a 481.314 481.924
s3301b 549.997 550.547

Class 15097
s3301a 268.817 269.147
s3301b 277.929 278.279

Class 15098
s3301a 269.547 270.237
s3302a 495.747 496.337

Class 15099
s3301b 76.5715 77.0115
s3301a 269.797 270.187

Class 15100
s3301a 269.937 270.497
s3301a 274.301 274.851

Class 15101
s3301a 280.025 280.509
s3301a 282.101 282.551
s3301a 311.9 312.38
s3301a 559.322 559.932

Class 15102
s3301b 16.6228 17.1028
s3301b 108.489 108.949
s3301a 280.512 280.872

Class 15103
s3301b 108.489 108.949
s3301a 280.517 281.007
s3302a 484.258 485.078

Class 15104
s3301a 280.782 281.092
s3301a 323.118 323.508

Class 15105
s3301a 281.531 282.491
s3301a 312.68 313.59

Class 15106
s3302b 258.838 259.228
s3301a 282.071 282.531
s3301a 332.933 333.274
s3303b 490.69 491.18
s3301a 593.86 594.42

Class 15107
s3301a 286.093 286.563
s3301b 442.799 443.259

Class 15108
s3301a 287.333 287.903
s3301a 332.863 333.454

Class 15109
s3301a 289.603 289.983
s3301a 315.175 315.605
s3301a 339.123 339.453
s3302a 411.978 412.388
s3302a 420.601 421.041

Class 15110
s3301a 289.858 290.358
s3302b 528.217 528.947

Class 15111
s3301b 10.4317 10.7717
s3301a 302.339 302.809
s3302b 440.114 440.534

Class 15112
s3301b 91.0411 91.4111
s3301a 306.084 306.554
s3303b 352.933 353.453
s3302b 501.127 501.687

Class 15113
s3301b 91.0411 91.4111
s3301a 306.11 306.664
s3301a 375.652 376.462
s3303b 352.933 353.453

Class 15114
s3301b 26.5184 26.9784
s3301a 307.61 308.04
s3301b 550.087 550.527

Class 15115
s3303b 6.19419 6.82419
s3301a 310.095 310.645
s3301b 408.944 409.654

Class 15116
s3301a 313.1 313.61
s3301a 332.923 333.423

Class 15117
s3302a 271.411 271.791
s3301a 315.245 315.632
s3302a 411.838 412.198
s3302a 484.648 484.958

Class 15118
s3302b 157.8 158.23
s3301b 217.829 218.149
s3301a 317.44 317.841
s3302b 392.607 392.997

Class 15119
s3303b 25.0129 25.4629
s3301a 318.7 319.09

Class 15120
s3301a 322.288 322.928
s3301a 386.013 386.653

Class 15121
s3301a 323.178 323.538
s3302a 484.738 485.138

Class 15122
s3301a 328.837 329.187
s3301a 450.966 451.356

Class 15123
s3302b 257.988 259.218
s3301a 332.503 333.413

Class 15124
s3302b 66.9746 67.4446
s3301a 338.853 339.203

Class 15125
s3301a 339.073 339.453
s3302a 463.864 464.264

Class 15126
s3301a 343.703 344.073
s3302a 420.641 420.961

Class 15127
s3301a 345.809 346.779
s3301b 495.565 496.505

Class 15128
s3301a 345.829 346.259
s3301a 380.526 380.906

Class 15129
s3302a 337.285 337.665
s3301a 346.009 346.519

Class 15130
s3301a 368.804 369.119
s3303b 470.514 470.854
s3302b 514.557 514.937

Class 15131
s3301b 322.912 323.242
s3301b 345.755 346.095
s3301a 374.655 374.995
s3303b 504.104 504.424

Class 15132
s3302b 271.808 272.308
s3303b 248.954 249.614
s3301a 374.655 375.265
s3301a 461.483 462.013

Class 15133
s3302a 148.996 149.696
s3301a 375.722 376.512

Class 15134
s3302a 56.5211 56.8311
s3302b 54.3839 54.8139
s3301b 174.868 175.358
s3301b 205.545 205.985
s3301b 331.014 331.414
s3301a 377.331 377.735
s3303b 313.043 313.403
s3302b 517.456 517.946
s3303b 549.177 549.557

Class 15135
s3302a 7.642 8.012
s3302b 297.788 298.358
s3301a 379.446 379.866
s3301b 585.624 585.974

Class 15136
s3302a 154.899 155.519
s3301a 380.306 381.066

Class 15137
s3302b 108.474 108.814
s3301a 382.336 382.886

Class 15138
s3302a 70.7813 71.4313
s3301a 383.613 384.263

Class 15139
s3301b 254.449 254.969
s3301a 384.823 385.263

Class 15140
s3301a 385.303 385.963
s3301a 483.435 484.235

Class 15141
s3301a 386.693 387.183
s3302b 410.216 410.606

Class 15142
s3301b 206.135 206.775
s3301a 386.813 387.413

Class 15143
s3301a 387.273 387.773
s3301a 405.725 406.185

Class 15144
s3303b 45.8349 46.2649
s3301a 388.253 388.653

Class 15145
s3302a 198.993 199.383
s3302a 234.718 235.048
s3301a 393.14 393.5
s3303b 365.235 365.625
s3302a 521.768 522.138

Class 15146
s3301b 263.408 263.838
s3301a 397.695 398.015

Class 15147
s3301a 398.425 399.055
s3302b 505.813 506.483

Class 15148
s3301a 398.675 399.125
s3302a 512.946 513.326

Class 15149
s3302a 26.9581 27.4381
s3301a 399.135 399.565

Class 15150
s3302a 368.036 368.766
s3301a 400.94 401.67

Class 15151
s3301b 104.562 105.072
s3301a 403.16 403.48

Class 15152
s3302a 336.585 337.095
s3301a 405.425 405.835

Class 15153
s3302a 23.7581 24.1581
s3302a 212.626 213.066
s3303b 232.995 233.475
s3303b 281.565 282.085
s3302b 394.285 394.675
s3301a 434.31 434.774
s3301a 541.361 542.051
s3303b 504.094 504.404

Class 15154
s3301a 435.629 436.514
s3301a 467.681 468.491
s3301a 476.142 476.742

Class 15155
s3302b 72.4573 72.8473
s3302b 301.443 301.963
s3301a 436.054 436.454
s3301a 457.55 457.92

Class 15156
s3302a 328.131 329.211
s3301a 435.944 437.094

Class 15157
s3301b 203.338 204.008
s3301a 435.944 436.784

Class 15158
s3303b 195.908 197.018
s3301a 436.504 437.564

Class 15159
s3303b 137.382 137.762
s3301b 344.089 344.839
s3301a 437.047 437.537
s3303b 380.963 381.503

Class 15160
s3302a 341.322 341.842
s3301a 438.386 438.741
s3301b 544.358 544.928

Class 15161
s3301b 97.0972 97.4372
s3302a 328.331 329.001
s3301a 441.94 442.44
s3303b 501.892 502.411
s3301a 593.85 594.28

Class 15162
s3301b 100.422 100.792
s3301a 443.528 443.998

Class 15163
s3301b 18.8428 19.3728
s3301a 447.199 447.539

Class 15164
s3301a 450.186 450.686
s3301a 515.26 515.93
s3301a 557.76 558.13

Class 15165
s3302b 367.943 368.363
s3301a 451.041 451.461
s3301b 556.025 556.405

Class 15166
s3302a 362.696 363.116
s3301a 455.313 455.623

Class 15167
s3301b 277.949 278.279
s3301a 458.902 459.232

Class 15168
s3303b 64.8222 65.1623
s3302a 212.626 213.106
s3302b 271.808 272.348
s3301a 461.496 461.959

Class 15169
s3301b 145.395 146.315
s3301a 467.671 468.401

Class 15170
s3301a 470.031 470.861
s3301a 475.732 476.552

Class 15171
s3301a 470.581 471.051

Class 15172
s3301b 219.52 219.95
s3301a 470.771 471.311

Class 15173
s3302a 373.841 374.231
s3301a 472.952 473.292

Class 15174
s3301a 473.112 473.522
s3301a 485.975 486.365

Class 15175
s3301b 68.3283 68.6483
s3301a 473.582 473.942

Class 15176
s3302a 427.837 428.667
s3301a 476.102 476.552

Class 15177
s3301a 477.032 477.362
s3301b 570.309 570.719

Class 15178
s3301a 477.182 477.862
s3302b 563.819 564.369

Class 15179
s3303b 74.0517 74.6617
s3303b 251.321 251.691
s3301a 478.582 479.062
s3301a 482.304 482.744
s3301b 497.255 497.615

Class 15180
s3301b 337.125 338.675
s3301a 480.744 481.934

Class 15181
s3302a 61.1238 61.6037
s3301a 481.224 481.684

Class 15182
s3303b 48.9397 49.5697
s3301a 481.349 481.994
s3302b 502.737 503.587

Class 15183
s3303b 74.1518 74.6017
s3301a 482.314 482.694

Class 15184
s3301a 483.615 484.125
s3301a 487.701 488.271

Class 15185
s3302a 102.806 103.316
s3301a 483.835 484.295

Class 15186
s3302a 230.257 230.838
s3301a 486.505 487.025

Class 15187
s3301b 35.6883 36.6283
s3301a 487.461 488.261

Class 15188
s3302b 39.5382 39.8882
s3302b 48.1674 48.4874
s3301b 104.682 105.122
s3301a 488.675 489.068

Class 15189
s3302a 149.036 149.446
s3301a 494.687 495.147
s3301a 496.247 496.627

Class 15190
s3301a 495.182 495.722
s3301a 568.919 569.399

Class 15191
s3303b 358.055 358.415
s3301a 496.737 497.057

Class 15192
s3301b 213.424 213.884
s3301a 498.407 498.927

Class 15193
s3302b 72.4673 72.9373
s3302b 357.021 357.491
s3301a 502.755 503.185

Class 15194
s3302a 354.549 355.039
s3302a 507.929 508.699
s3301a 503.7 504.375

Class 15195
s3302a 6.832 7.252
s3302b 374.683 375.113
s3301a 503.674 504.097
s3301b 500.829 501.229

Class 15196
s3301b 67.0983 67.4583
